"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"1898","34","Uriny org ca","MAL NEO URINARY NEC",,,"ICD-9-CM"
"1899","34","Uriny org ca","MAL NEO URINARY NOS",,,"ICD-9-CM"
"1900","41","Ot primry ca","MALIGN NEOPL EYEBALL",,,"ICD-9-CM"
"1901","41","Ot primry ca","MALIGN NEOPL ORBIT",,,"ICD-9-CM"
"1902","41","Ot primry ca","MAL NEO LACRIMAL GLAND",,,"ICD-9-CM"
"1903","41","Ot primry ca","MAL NEO CONJUNCTIVA",,,"ICD-9-CM"
"1904","41","Ot primry ca","MALIGN NEOPL CORNEA",,,"ICD-9-CM"
"1905","41","Ot primry ca","MALIGN NEOPL RETINA",,,"ICD-9-CM"
"1906","41","Ot primry ca","MALIGN NEOPL CHOROID",,,"ICD-9-CM"
"1907","41","Ot primry ca","MAL NEO LACRIMAL DUCT",,,"ICD-9-CM"
"1908","41","Ot primry ca","MALIGN NEOPL EYE NEC",,,"ICD-9-CM"
"1909","41","Ot primry ca","MALIGN NEOPL EYE NOS",,,"ICD-9-CM"
"1910","35","Brain/ns can","MALIGN NEOPL CEREBRUM",,,"ICD-9-CM"
"1911","35","Brain/ns can","MALIG NEO FRONTAL LOBE",,,"ICD-9-CM"
"1912","35","Brain/ns can","MAL NEO TEMPORAL LOBE",,,"ICD-9-CM"
"1913","35","Brain/ns can","MAL NEO PARIETAL LOBE",,,"ICD-9-CM"
"1914","35","Brain/ns can","MAL NEO OCCIPITAL LOBE",,,"ICD-9-CM"
"1915","35","Brain/ns can","MAL NEO CEREB VENTRICLE",,,"ICD-9-CM"
"1916","35","Brain/ns can","MAL NEO CEREBELLUM NOS",,,"ICD-9-CM"
"1917","35","Brain/ns can","MAL NEO BRAIN STEM",,,"ICD-9-CM"
"1918","35","Brain/ns can","MALIG NEO BRAIN NEC",,,"ICD-9-CM"
"1919","35","Brain/ns can","MALIG NEO BRAIN NOS",,,"ICD-9-CM"
"1920","35","Brain/ns can","MAL NEO CRANIAL NERVES",,,"ICD-9-CM"
"1921","35","Brain/ns can","MAL NEO CEREBRAL MENING",,,"ICD-9-CM"
"1922","35","Brain/ns can","MAL NEO SPINAL CORD",,,"ICD-9-CM"
"1923","35","Brain/ns can","MAL NEO SPINAL MENINGES",,,"ICD-9-CM"
"1928","35","Brain/ns can","MAL NEO NERVOUS SYST NEC",,,"ICD-9-CM"
"1929","35","Brain/ns can","MAL NEO NERVOUS SYST NOS",,,"ICD-9-CM"
"193","36","Thyroid cncr","MALIGN NEOPL THYROID",,,"ICD-9-CM"
"1940","41","Ot primry ca","MALIGN NEOPL ADRENAL",,,"ICD-9-CM"
"1941","41","Ot primry ca","MALIG NEO PARATHYROID",,,"ICD-9-CM"
"1943","41","Ot primry ca","MALIG NEO PITUITARY",,,"ICD-9-CM"
"1944","41","Ot primry ca","MALIGN NEO PINEAL GLAND",,,"ICD-9-CM"
"1945","41","Ot primry ca","MAL NEO CAROTID BODY",,,"ICD-9-CM"
"1946","41","Ot primry ca","MAL NEO PARAGANGLIA NEC",,,"ICD-9-CM"
"1948","41","Ot primry ca","MAL NEO ENDOCRINE NEC",,,"ICD-9-CM"
"1949","41","Ot primry ca","MAL NEO ENDOCRINE NOS",,,"ICD-9-CM"
"1950","11","Hd/nck cancr","MAL NEO HEAD/FACE/NECK",,,"ICD-9-CM"
"1951","41","Ot primry ca","MALIGN NEOPL THORAX",,,"ICD-9-CM"
"1952","41","Ot primry ca","MALIG NEO ABDOMEN",,,"ICD-9-CM"
"1953","41","Ot primry ca","MALIGN NEOPL PELVIS",,,"ICD-9-CM"
"1954","41","Ot primry ca","MALIGN NEOPL ARM",,,"ICD-9-CM"
"1955","41","Ot primry ca","MALIGN NEOPL LEG",,,"ICD-9-CM"
"1958","41","Ot primry ca","MALIG NEO SITE NEC",,,"ICD-9-CM"
"1960","42","2ndary malig","MAL NEO LYMPH-HEAD/NECK",,,"ICD-9-CM"
"1961","42","2ndary malig","MAL NEO LYMPH-INTRATHOR",,,"ICD-9-CM"
"1962","42","2ndary malig","MAL NEO LYMPH INTRA-ABD",,,"ICD-9-CM"
"1963","42","2ndary malig","MAL NEO LYMPH-AXILLA/ARM",,,"ICD-9-CM"
"1965","42","2ndary malig","MAL NEO LYMPH-INGUIN/LEG",,,"ICD-9-CM"
"1966","42","2ndary malig","MAL NEO LYMPH-INTRAPELV",,,"ICD-9-CM"
"1968","42","2ndary malig","MAL NEO LYMPH NODE-MULT",,,"ICD-9-CM"
"1969","42","2ndary malig","MAL NEO LYMPH NODE NOS",,,"ICD-9-CM"
"1970","42","2ndary malig","SECONDARY MALIG NEO LUNG",,,"ICD-9-CM"
"1971","42","2ndary malig","SEC MAL NEO MEDIASTINUM",,,"ICD-9-CM"
"1972","42","2ndary malig","SECOND MALIG NEO PLEURA",,,"ICD-9-CM"
"1973","42","2ndary malig","SEC MALIG NEO RESP NEC",,,"ICD-9-CM"
"1974","42","2ndary malig","SEC MALIG NEO SM BOWEL",,,"ICD-9-CM"
"1975","42","2ndary malig","SEC MALIG NEO LG BOWEL",,,"ICD-9-CM"
"1976","42","2ndary malig","SEC MAL NEO PERITONEUM",,,"ICD-9-CM"
"1977","42","2ndary malig","SECOND MALIG NEO LIVER",,,"ICD-9-CM"
"1978","42","2ndary malig","SEC MAL NEO GI NEC",,,"ICD-9-CM"
"1980","42","2ndary malig","SECOND MALIG NEO KIDNEY",,,"ICD-9-CM"
"1981","42","2ndary malig","SEC MALIG NEO URIN NEC",,,"ICD-9-CM"
"1982","42","2ndary malig","SECONDARY MALIG NEO SKIN",,,"ICD-9-CM"
"1983","42","2ndary malig","SEC MAL NEO BRAIN/SPINE",,,"ICD-9-CM"
"1984","42","2ndary malig","SEC MALIG NEO NERVE NEC",,,"ICD-9-CM"
"1985","42","2ndary malig","SECONDARY MALIG NEO BONE",,,"ICD-9-CM"
"1986","42","2ndary malig","SECOND MALIG NEO OVARY",,,"ICD-9-CM"
"1987","42","2ndary malig","SECOND MALIG NEO ADRENAL",,,"ICD-9-CM"
"19881","42","2ndary malig","SECOND MALIG NEO BREAST",,,"ICD-9-CM"
"19882","42","2ndary malig","SECOND MALIG NEO GENITAL",,,"ICD-9-CM"
"19889","42","2ndary malig","SECONDARY MALIG NEO NEC",,,"ICD-9-CM"
"1990","43","Malig neopls","MALIG NEO DISSEMINATED",,,"ICD-9-CM"
"1991","43","Malig neopls","MALIGNANT NEOPLASM NOS",,,"ICD-9-CM"
"1992","43","Malig neopls","MALIG NEOPL-TRANSP ORGAN (Begin 2008)",,,"ICD-9-CM"
"20000","38","Non-Hodg lym","RETICULOSARCOMA UNSPEC",,,"ICD-9-CM"
"20001","38","Non-Hodg lym","RETICULOSARCOMA HEAD",,,"ICD-9-CM"
"20002","38","Non-Hodg lym","RETICULOSARCOMA THORAX",,,"ICD-9-CM"
"20003","38","Non-Hodg lym","RETICULOSARCOMA ABDOM",,,"ICD-9-CM"
"20004","38","Non-Hodg lym","RETICULOSARCOMA AXILLA",,,"ICD-9-CM"
"20005","38","Non-Hodg lym","RETICULOSARCOMA INGUIN",,,"ICD-9-CM"
"20006","38","Non-Hodg lym","RETICULOSARCOMA PELVIC",,,"ICD-9-CM"
"20007","38","Non-Hodg lym","RETICULOSARCOMA SPLEEN",,,"ICD-9-CM"
"20008","38","Non-Hodg lym","RETICULOSARCOMA MULT",,,"ICD-9-CM"
"20010","38","Non-Hodg lym","LYMPHOSARCOMA UNSPEC",,,"ICD-9-CM"
"20011","38","Non-Hodg lym","LYMPHOSARCOMA HEAD",,,"ICD-9-CM"
"20012","38","Non-Hodg lym","LYMPHOSARCOMA THORAX",,,"ICD-9-CM"
"20013","38","Non-Hodg lym","LYMPHOSARCOMA ABDOM",,,"ICD-9-CM"
"20014","38","Non-Hodg lym","LYMPHOSARCOMA AXILLA",,,"ICD-9-CM"
"20015","38","Non-Hodg lym","LYMPHOSARCOMA INGUIN",,,"ICD-9-CM"
"20016","38","Non-Hodg lym","LYMPHOSARCOMA PELVIC",,,"ICD-9-CM"
"20017","38","Non-Hodg lym","LYMPHOSARCOMA SPLEEN",,,"ICD-9-CM"
"20018","38","Non-Hodg lym","LYMPHOSARCOMA MULT",,,"ICD-9-CM"
"20020","38","Non-Hodg lym","BURKITT-s TUMOR UNSPEC",,,"ICD-9-CM"
"20021","38","Non-Hodg lym","BURKITT-s TUMOR HEAD",,,"ICD-9-CM"
"20022","38","Non-Hodg lym","BURKITT-s TUMOR THORAX",,,"ICD-9-CM"
"20023","38","Non-Hodg lym","BURKITT-s TUMOR ABDOM",,,"ICD-9-CM"
"20024","38","Non-Hodg lym","BURKITT-s TUMOR AXILLA",,,"ICD-9-CM"
"20025","38","Non-Hodg lym","BURKITT-s TUMOR INGUIN",,,"ICD-9-CM"
"20026","38","Non-Hodg lym","BURKITT-s TUMOR PELVIC",,,"ICD-9-CM"
"20027","38","Non-Hodg lym","BURKITT-s TUMOR SPLEEN",,,"ICD-9-CM"
"20028","38","Non-Hodg lym","BURKITT-s TUMOR MULT",,,"ICD-9-CM"
"20030","38","Non-Hodg lym","MARGNL ZONE LYM XTRNDL (Begin 2007)",,,"ICD-9-CM"
"20031","38","Non-Hodg lym","MARGIN ZONE LYM HEAD (Begin 2007)",,,"ICD-9-CM"
"20032","38","Non-Hodg lym","MARGIN ZONE LYM THORAX (Begin 2007)",,,"ICD-9-CM"
"20033","38","Non-Hodg lym","MARGIN ZONE LYM ABDOM (Begin 2007)",,,"ICD-9-CM"
"20034","38","Non-Hodg lym","MARGIN ZONE LYM AXILLA (Begin 2007)",,,"ICD-9-CM"
"20035","38","Non-Hodg lym","MARGIN ZONE LYM INGUIN (Begin 2007)",,,"ICD-9-CM"
"20036","38","Non-Hodg lym","MARGIN ZONE LYM PELVIC (Begin 2007)",,,"ICD-9-CM"
"20037","38","Non-Hodg lym","MARGIN ZONE LYMPH SPLEEN (Begin 2007)",,,"ICD-9-CM"
"20038","38","Non-Hodg lym","MARGIN ZONE LYMPH MULTIP (Begin 2007)",,,"ICD-9-CM"
"20040","38","Non-Hodg lym","MANTLE CELL LYM XTRRNDL (Begin 2007)",,,"ICD-9-CM"
"20041","38","Non-Hodg lym","MANTLE CELL LYMPH HEAD (Begin 2007)",,,"ICD-9-CM"
"20042","38","Non-Hodg lym","MANTLE CELL LYMPH THORAX (Begin 2007)",,,"ICD-9-CM"
"20043","38","Non-Hodg lym","MANTLE CELL LYMPH ABDOM (Begin 2007)",,,"ICD-9-CM"
"20044","38","Non-Hodg lym","MANTLE CELL LYMPH AXILLA (Begin 2007)",,,"ICD-9-CM"
"20045","38","Non-Hodg lym","MANTLE CELL LYMPH INGUIN (Begin 2007)",,,"ICD-9-CM"
"20046","38","Non-Hodg lym","MANTLE CELL LYMPH PELVIC (Begin 2007)",,,"ICD-9-CM"
"20047","38","Non-Hodg lym","MANTLE CELL LYMPH SPLEEN (Begin 2007)",,,"ICD-9-CM"
"20048","38","Non-Hodg lym","MANTLE CELL LYMPH MULTIP (Begin 2007)",,,"ICD-9-CM"
"20050","38","Non-Hodg lym","PRIMARY CNS LYMPH XTRNDL (Begin 2007)",,,"ICD-9-CM"
"20051","38","Non-Hodg lym","PRIMARY CNS LYMPH HEAD (Begin 2007)",,,"ICD-9-CM"
"20052","38","Non-Hodg lym","PRIMARY CNS LYMPH THORAX (Begin 2007)",,,"ICD-9-CM"
"20053","38","Non-Hodg lym","PRIMARY CNS LYMPH ABDOM (Begin 2007)",,,"ICD-9-CM"
"20054","38","Non-Hodg lym","PRIMARY CNS LYMPH AXILLA (Begin 2007)",,,"ICD-9-CM"
"20055","38","Non-Hodg lym","PRIMARY CNS LYM INGUIN (Begin 2007)",,,"ICD-9-CM"
"20056","38","Non-Hodg lym","PRIMARY CNS LYMPH PELVIC (Begin 2007)",,,"ICD-9-CM"
"20057","38","Non-Hodg lym","PRIMARY CNS LYMPH SPLEEN (Begin 2007)",,,"ICD-9-CM"
"20058","38","Non-Hodg lym","PRIMARY CNS LYMPH MULTIP (Begin 2007)",,,"ICD-9-CM"
"20060","38","Non-Hodg lym","ANAPLASTIC LYMPH XTRNDL (Begin 2007)",,,"ICD-9-CM"
"20061","38","Non-Hodg lym","ANAPLASTIC LYMPH HEAD (Begin 2007)",,,"ICD-9-CM"
"20062","38","Non-Hodg lym","ANAPLASTIC LYMPH THORAX (Begin 2007)",,,"ICD-9-CM"
"20063","38","Non-Hodg lym","ANAPLASTIC LYMPH ABDOM (Begin 2007)",,,"ICD-9-CM"
"20064","38","Non-Hodg lym","ANAPLASTIC LYMPH AXILLA (Begin 2007)",,,"ICD-9-CM"
"20065","38","Non-Hodg lym","ANAPLASTIC LYMPH INGUIN (Begin 2007)",,,"ICD-9-CM"
"20066","38","Non-Hodg lym","ANAPLASTIC LYMPH PELVIC (Begin 2007)",,,"ICD-9-CM"
"20067","38","Non-Hodg lym","ANAPLASTIC LYMPH SPLEEN (Begin 2007)",,,"ICD-9-CM"
"20068","38","Non-Hodg lym","ANAPLASTIC LYMPH MULTIP (Begin 2007)",,,"ICD-9-CM"
"20070","38","Non-Hodg lym","LARGE CELL LYMPH XTRNDL (Begin 2007)",,,"ICD-9-CM"
"20071","38","Non-Hodg lym","LARGE CELL LYMPHOMA HEAD (Begin 2007)",,,"ICD-9-CM"
"20072","38","Non-Hodg lym","LARGE CELL LYMPH THORAX (Begin 2007)",,,"ICD-9-CM"
"20073","38","Non-Hodg lym","LARGE CELL LYMPH ABDOM (Begin 2007)",,,"ICD-9-CM"
"20074","38","Non-Hodg lym","LARGE CELL LYMPH AXILLA (Begin 2007)",,,"ICD-9-CM"
"20075","38","Non-Hodg lym","LARGE CELL LYMPH INGUIN (Begin 2007)",,,"ICD-9-CM"
"20076","38","Non-Hodg lym","LARGE CELL LYMPH PELVIC (Begin 2007)",,,"ICD-9-CM"
"20077","38","Non-Hodg lym","LARGE CELL LYMPH SPLEEN (Begin 2007)",,,"ICD-9-CM"
"20078","38","Non-Hodg lym","LARGE CELL LYMPH MULTIP (Begin 2007)",,,"ICD-9-CM"
"20080","38","Non-Hodg lym","MIXED LYMPHOSARC UNSPEC",,,"ICD-9-CM"
"20081","38","Non-Hodg lym","MIXED LYMPHOSARC HEAD",,,"ICD-9-CM"
"20082","38","Non-Hodg lym","MIXED LYMPHOSARC THORAX",,,"ICD-9-CM"
"20083","38","Non-Hodg lym","MIXED LYMPHOSARC ABDOM",,,"ICD-9-CM"
"20084","38","Non-Hodg lym","MIXED LYMPHOSARC AXILLA",,,"ICD-9-CM"
"20085","38","Non-Hodg lym","MIXED LYMPHOSARC INGUIN",,,"ICD-9-CM"
"20086","38","Non-Hodg lym","MIXED LYMPHOSARC PELVIC",,,"ICD-9-CM"
"20087","38","Non-Hodg lym","MIXED LYMPHOSARC SPLEEN",,,"ICD-9-CM"
"20088","38","Non-Hodg lym","MIXED LYMPHOSARC MULT",,,"ICD-9-CM"
"20100","37","Hodgkin-s ds","HODGKINS PARAGRAN UNSPEC",,,"ICD-9-CM"
"20101","37","Hodgkin-s ds","HODGKINS PARAGRAN HEAD",,,"ICD-9-CM"
"20102","37","Hodgkin-s ds","HODGKINS PARAGRAN THORAX",,,"ICD-9-CM"
"20103","37","Hodgkin-s ds","HODGKINS PARAGRAN ABDOM",,,"ICD-9-CM"
"20104","37","Hodgkin-s ds","HODGKINS PARAGRAN AXILLA",,,"ICD-9-CM"
"20105","37","Hodgkin-s ds","HODGKINS PARAGRAN INGUIN",,,"ICD-9-CM"
"20106","37","Hodgkin-s ds","HODGKINS PARAGRAN PELVIC",,,"ICD-9-CM"
"20107","37","Hodgkin-s ds","HODGKINS PARAGRAN SPLEEN",,,"ICD-9-CM"
"20108","37","Hodgkin-s ds","HODGKINS PARAGRAN MULT",,,"ICD-9-CM"
"20110","37","Hodgkin-s ds","HODGKINS GRANULOM UNSPEC",,,"ICD-9-CM"
"20111","37","Hodgkin-s ds","HODGKINS GRANULOM HEAD",,,"ICD-9-CM"
"20112","37","Hodgkin-s ds","HODGKINS GRANULOM THORAX",,,"ICD-9-CM"
"20113","37","Hodgkin-s ds","HODGKINS GRANULOM ABDOM",,,"ICD-9-CM"
"20114","37","Hodgkin-s ds","HODGKINS GRANULOM AXILLA",,,"ICD-9-CM"
"20115","37","Hodgkin-s ds","HODGKINS GRANULOM INGUIN",,,"ICD-9-CM"
"20116","37","Hodgkin-s ds","HODGKINS GRANULOM PELVIC",,,"ICD-9-CM"
"20117","37","Hodgkin-s ds","HODGKINS GRANULOM SPLEEN",,,"ICD-9-CM"
"20118","37","Hodgkin-s ds","HODGKINS GRANULOM MULT",,,"ICD-9-CM"
"20120","37","Hodgkin-s ds","HODGKINS SARCOMA UNSPEC",,,"ICD-9-CM"
"20121","37","Hodgkin-s ds","HODGKINS SARCOMA HEAD",,,"ICD-9-CM"
"20122","37","Hodgkin-s ds","HODGKINS SARCOMA THORAX",,,"ICD-9-CM"
"20123","37","Hodgkin-s ds","HODGKINS SARCOMA ABDOM",,,"ICD-9-CM"
"20124","37","Hodgkin-s ds","HODGKINS SARCOMA AXILLA",,,"ICD-9-CM"
"20125","37","Hodgkin-s ds","HODGKINS SARCOMA INGUIN",,,"ICD-9-CM"
"20126","37","Hodgkin-s ds","HODGKINS SARCOMA PELVIC",,,"ICD-9-CM"
"20127","37","Hodgkin-s ds","HODGKINS SARCOMA SPLEEN",,,"ICD-9-CM"
"20128","37","Hodgkin-s ds","HODGKINS SARCOMA MULT",,,"ICD-9-CM"
"20140","37","Hodgkin-s ds","HODG LYMPH-HISTIO UNSPEC",,,"ICD-9-CM"
"20141","37","Hodgkin-s ds","HODG LYMPH-HISTIO HEAD",,,"ICD-9-CM"
"20142","37","Hodgkin-s ds","HODG LYMPH-HISTIO THORAX",,,"ICD-9-CM"
"20143","37","Hodgkin-s ds","HODG LYMPH-HISTIO ABDOM",,,"ICD-9-CM"
"20144","37","Hodgkin-s ds","HODG LYMPH-HISTIO AXILLA",,,"ICD-9-CM"
"20145","37","Hodgkin-s ds","HODG LYMPH-HISTIO INGUIN",,,"ICD-9-CM"
"20146","37","Hodgkin-s ds","HODG LYMPH-HISTIO PELVIC",,,"ICD-9-CM"
"20147","37","Hodgkin-s ds","HODG LYMPH-HISTIO SPLEEN",,,"ICD-9-CM"
"20148","37","Hodgkin-s ds","HODG LYMPH-HISTIO MULT",,,"ICD-9-CM"
"20150","37","Hodgkin-s ds","HODG NODUL SCLERO UNSPEC",,,"ICD-9-CM"
"20151","37","Hodgkin-s ds","HODG NODUL SCLERO HEAD",,,"ICD-9-CM"
"20152","37","Hodgkin-s ds","HODG NODUL SCLERO THORAX",,,"ICD-9-CM"
"20153","37","Hodgkin-s ds","HODG NODUL SCLERO ABDOM",,,"ICD-9-CM"
"20154","37","Hodgkin-s ds","HODG NODUL SCLERO AXILLA",,,"ICD-9-CM"
"20155","37","Hodgkin-s ds","HODG NODUL SCLERO INGUIN",,,"ICD-9-CM"
"20156","37","Hodgkin-s ds","HODG NODUL SCLERO PELVIC",,,"ICD-9-CM"
"20157","37","Hodgkin-s ds","HODG NODUL SCLERO SPLEEN",,,"ICD-9-CM"
"20158","37","Hodgkin-s ds","HODG NODUL SCLERO MULT",,,"ICD-9-CM"
"20160","37","Hodgkin-s ds","HODGKINS MIX CELL UNSPEC",,,"ICD-9-CM"
"20161","37","Hodgkin-s ds","HODGKINS MIX CELL HEAD",,,"ICD-9-CM"
"20162","37","Hodgkin-s ds","HODGKINS MIX CELL THORAX",,,"ICD-9-CM"
"20163","37","Hodgkin-s ds","HODGKINS MIX CELL ABDOM",,,"ICD-9-CM"
"20164","37","Hodgkin-s ds","HODGKINS MIX CELL AXILLA",,,"ICD-9-CM"
"20165","37","Hodgkin-s ds","HODGKINS MIX CELL INGUIN",,,"ICD-9-CM"
"20166","37","Hodgkin-s ds","HODGKINS MIX CELL PELVIC",,,"ICD-9-CM"
"20167","37","Hodgkin-s ds","HODGKINS MIX CELL SPLEEN",,,"ICD-9-CM"
"20168","37","Hodgkin-s ds","HODGKINS MIX CELL MULT",,,"ICD-9-CM"
"20170","37","Hodgkin-s ds","HODG LYMPH DEPLET UNSPEC",,,"ICD-9-CM"
"20171","37","Hodgkin-s ds","HODG LYMPH DEPLET HEAD",,,"ICD-9-CM"
"20172","37","Hodgkin-s ds","HODG LYMPH DEPLET THORAX",,,"ICD-9-CM"
"20173","37","Hodgkin-s ds","HODG LYMPH DEPLET ABDOM",,,"ICD-9-CM"
"20174","37","Hodgkin-s ds","HODG LYMPH DEPLET AXILLA",,,"ICD-9-CM"
"20175","37","Hodgkin-s ds","HODG LYMPH DEPLET INGUIN",,,"ICD-9-CM"
"20176","37","Hodgkin-s ds","HODG LYMPH DEPLET PELVIC",,,"ICD-9-CM"
"20177","37","Hodgkin-s ds","HODG LYMPH DEPLET SPLEEN",,,"ICD-9-CM"
"20178","37","Hodgkin-s ds","HODG LYMPH DEPLET MULT",,,"ICD-9-CM"
"20190","37","Hodgkin-s ds","HODGKINS DIS NOS UNSPEC",,,"ICD-9-CM"
"20191","37","Hodgkin-s ds","HODGKINS DIS NOS HEAD",,,"ICD-9-CM"
"20192","37","Hodgkin-s ds","HODGKINS DIS NOS THORAX",,,"ICD-9-CM"
"20193","37","Hodgkin-s ds","HODGKINS DIS NOS ABDOM",,,"ICD-9-CM"
"20194","37","Hodgkin-s ds","HODGKINS DIS NOS AXILLA",,,"ICD-9-CM"
"20195","37","Hodgkin-s ds","HODGKINS DIS NOS INGUIN",,,"ICD-9-CM"
"20196","37","Hodgkin-s ds","HODGKINS DIS NOS PELVIC",,,"ICD-9-CM"
"20197","37","Hodgkin-s ds","HODGKINS DIS NOS SPLEEN",,,"ICD-9-CM"
"20198","37","Hodgkin-s ds","HODGKINS DIS NOS MULT",,,"ICD-9-CM"
"20200","38","Non-Hodg lym","NODULAR LYMPHOMA UNSPEC",,,"ICD-9-CM"
"20201","38","Non-Hodg lym","NODULAR LYMPHOMA HEAD",,,"ICD-9-CM"
"20202","38","Non-Hodg lym","NODULAR LYMPHOMA THORAX",,,"ICD-9-CM"
"20203","38","Non-Hodg lym","NODULAR LYMPHOMA ABDOM",,,"ICD-9-CM"
"20204","38","Non-Hodg lym","NODULAR LYMPHOMA AXILLA",,,"ICD-9-CM"
"20205","38","Non-Hodg lym","NODULAR LYMPHOMA INGUIN",,,"ICD-9-CM"
"20206","38","Non-Hodg lym","NODULAR LYMPHOMA PELVIC",,,"ICD-9-CM"
"20207","38","Non-Hodg lym","NODULAR LYMPHOMA SPLEEN",,,"ICD-9-CM"
"20208","38","Non-Hodg lym","NODULAR LYMPHOMA MULT",,,"ICD-9-CM"
"20210","38","Non-Hodg lym","MYCOSIS FUNGOIDES UNSPEC",,,"ICD-9-CM"
"20211","38","Non-Hodg lym","MYCOSIS FUNGOIDES HEAD",,,"ICD-9-CM"
"20212","38","Non-Hodg lym","MYCOSIS FUNGOIDES THORAX",,,"ICD-9-CM"
"20213","38","Non-Hodg lym","MYCOSIS FUNGOIDES ABDOM",,,"ICD-9-CM"
"20214","38","Non-Hodg lym","MYCOSIS FUNGOIDES AXILLA",,,"ICD-9-CM"
"20215","38","Non-Hodg lym","MYCOSIS FUNGOIDES INGUIN",,,"ICD-9-CM"
"20216","38","Non-Hodg lym","MYCOSIS FUNGOIDES PELVIC",,,"ICD-9-CM"
"20217","38","Non-Hodg lym","MYCOSIS FUNGOIDES SPLEEN",,,"ICD-9-CM"
"20218","38","Non-Hodg lym","MYCOSIS FUNGOIDES MULT",,,"ICD-9-CM"
"20220","38","Non-Hodg lym","SEZARY-s DISEASE UNSPEC",,,"ICD-9-CM"
"20221","38","Non-Hodg lym","SEZARY-s DISEASE HEAD",,,"ICD-9-CM"
"20222","38","Non-Hodg lym","SEZARY-s DISEASE THORAX",,,"ICD-9-CM"
"20223","38","Non-Hodg lym","SEZARY-s DISEASE ABDOM",,,"ICD-9-CM"
"20224","38","Non-Hodg lym","SEZARY-s DISEASE AXILLA",,,"ICD-9-CM"
"20225","38","Non-Hodg lym","SEZARY-s DISEASE INGUIN",,,"ICD-9-CM"
"20226","38","Non-Hodg lym","SEZARY-s DISEASE PELVIC",,,"ICD-9-CM"
"20227","38","Non-Hodg lym","SEZARY-s DISEASE SPLEEN",,,"ICD-9-CM"
"20228","38","Non-Hodg lym","SEZARY-s DISEASE MULT",,,"ICD-9-CM"
"20230","41","Ot primry ca","MAL HISTIOCYTOSIS UNSPEC",,,"ICD-9-CM"
"20231","41","Ot primry ca","MAL HISTIOCYTOSIS HEAD",,,"ICD-9-CM"
"20232","41","Ot primry ca","MAL HISTIOCYTOSIS THORAX",,,"ICD-9-CM"
"20233","41","Ot primry ca","MAL HISTIOCYTOSIS ABDOM",,,"ICD-9-CM"
"20234","41","Ot primry ca","MAL HISTIOCYTOSIS AXILLA",,,"ICD-9-CM"
"20235","41","Ot primry ca","MAL HISTIOCYTOSIS INGUIN",,,"ICD-9-CM"
"20236","41","Ot primry ca","MAL HISTIOCYTOSIS PELVIC",,,"ICD-9-CM"
"20237","41","Ot primry ca","MAL HISTIOCYTOSIS SPLEEN",,,"ICD-9-CM"
"20238","41","Ot primry ca","MAL HISTIOCYTOSIS MULT",,,"ICD-9-CM"
"20240","39","Leukemias","HAIRY-CELL LEUKEM UNSPEC",,,"ICD-9-CM"
"20241","39","Leukemias","HAIRY-CELL LEUKEM HEAD",,,"ICD-9-CM"
"20242","39","Leukemias","HAIRY-CELL LEUKEM THORAX",,,"ICD-9-CM"
"20243","39","Leukemias","HAIRY-CELL LEUKEM ABDOM",,,"ICD-9-CM"
"20244","39","Leukemias","HAIRY-CELL LEUKEM AXILLA",,,"ICD-9-CM"
"20245","39","Leukemias","HAIRY-CELL LEUKEM INGUIN",,,"ICD-9-CM"
"20246","39","Leukemias","HAIRY-CELL LEUKEM PELVIC",,,"ICD-9-CM"
"20247","39","Leukemias","HAIRY-CELL LEUKEM SPLEEN",,,"ICD-9-CM"
"20248","39","Leukemias","HAIRY-CELL LEUKEM MULT",,,"ICD-9-CM"
"20250","41","Ot primry ca","LETTERER-SIWE DIS UNSPEC",,,"ICD-9-CM"
"20251","41","Ot primry ca","LETTERER-SIWE DIS HEAD",,,"ICD-9-CM"
"20252","41","Ot primry ca","LETTERER-SIWE DIS THORAX",,,"ICD-9-CM"
"20253","41","Ot primry ca","LETTERER-SIWE DIS ABDOM",,,"ICD-9-CM"
"20254","41","Ot primry ca","LETTERER-SIWE DIS AXILLA",,,"ICD-9-CM"
"20255","41","Ot primry ca","LETTERER-SIWE DIS INGUIN",,,"ICD-9-CM"
"20256","41","Ot primry ca","LETTERER-SIWE DIS PELVIC",,,"ICD-9-CM"
"20257","41","Ot primry ca","LETTERER-SIWE DIS SPLEEN",,,"ICD-9-CM"
"20258","41","Ot primry ca","LETTERER-SIWE DIS MULT",,,"ICD-9-CM"
"20260","41","Ot primry ca","MAL MASTOCYTOSIS UNSPEC",,,"ICD-9-CM"
"20261","41","Ot primry ca","MAL MASTOCYTOSIS HEAD",,,"ICD-9-CM"
"20262","41","Ot primry ca","MAL MASTOCYTOSIS THORAX",,,"ICD-9-CM"
"20263","41","Ot primry ca","MAL MASTOCYTOSIS ABDOM",,,"ICD-9-CM"
"20264","41","Ot primry ca","MAL MASTOCYTOSIS AXILLA",,,"ICD-9-CM"
"20265","41","Ot primry ca","MAL MASTOCYTOSIS INGUIN",,,"ICD-9-CM"
"20266","41","Ot primry ca","MAL MASTOCYTOSIS PELVIC",,,"ICD-9-CM"
"20267","41","Ot primry ca","MAL MASTOCYTOSIS SPLEEN",,,"ICD-9-CM"
"20268","41","Ot primry ca","MAL MASTOCYTOSIS MULT",,,"ICD-9-CM"
